评论,图片
环境麦芽口腔在东门的附近湖贝地铁站c出口直走300米就到了这边停车可以免费停两个小时环境还是不错的在三楼有分种植区和正畸区一楼是洁牙区服务这边服务还可以会有导医然后前台小姐姐也还是蛮热情的挂号挂号也很方便挂号都不收取费用然后平时工作日人没有很多的时候会很快如果是周末人比较多可能等候的时间会比较长一些效果我约的呢是徐冬贵医生做的种植牙会打麻药的过程不会很疼结束之后医生会给我们冰袋冰敷整体感觉还是不错,"[{'id': 1830082924, 'url': 'http://p1.meituan.net/shaitu/b0d22e49f001e579a8ac35df9dc9cfef175121.jpg'}, {'id': 1830269034, 'url': 'http://p0.meituan.net/shaitu/f8b0c3ba6f5ee7f69823508a744f4051109937.jpg'}, {'id': 1830340491, 'url': 'http://p0.meituan.net/shaitu/5d17b882395f5ac520e84c0da90b6c55141783.jpg'}, {'id': 1830014535, 'url': 'http://p0.meituan.net/shaitu/51ef9f011d8c08d004ae22e972e9e47390977.jpg'}]"
地址罗湖区振华大厦湖贝地铁站出来就很近了店面很大内部装修挺好的并且很干净可能是周末人比较多环境进来很宽敞整洁配套设施也比较齐全一进门前台小姐姐就安排量体温登记感觉很不错服务本来今天是约的补牙王医生给我检查的建议我先洗牙再补牙因为口内牙结石比较多医生很专业一路接待我的胡助理也很热情效果洗牙会拍牙齿前后对比图洗的蛮干净的洗完医生还说了注意事项非常不错给了一张小卡片,"[{'id': 33705787, 'url': 'http://p1.meituan.net/shaitu/28d3c1c1e252f0b463cd28640d05e1ab1558657.jpg'}, {'id': 33836268, 'url': 'http://p0.meituan.net/shaitu/ea904d69cb311fc92d48f0b56af059671701172.jpg'}, {'id': 33783383, 'url': 'http://p0.meituan.net/shaitu/4491eb0ed698ea93a8bb9a0f95314c6c1836872.jpg'}]"
挂号这边挂号不收取费用平时挂号也会也很快拍片不收费服务前台小姐姐温柔亲切护士和一注都很温柔会很耐心指导会有免费的茶水环境在东门的附近湖北地铁站c出口直走300m就到了医院环境不错一楼环境优雅洗手间周边都有免费牙具提供方便术后刷牙效果因为喝茶抽烟的原因一年洗一次洗牙效果明显洗出很多结石还有脏东西护士还耐心说明以后注意的事项很贴心强烈推荐,"[{'id': 1833204893, 'url': 'http://p0.meituan.net/shaitu/a661db700591540cd5b557908e49b863272582.jpg'}, {'id': 1833351669, 'url': 'http://p0.meituan.net/shaitu/875bc8ac5ebd9bb7915d7e9cd2da5083216135.jpg'}, {'id': 1833111725, 'url': 'http://p0.meituan.net/shaitu/acd35ae4f962b4367ddafbbe80bb279c191313.jpg'}, {'id': 1833279747, 'url': 'http://p0.meituan.net/shaitu/e159f215659e33de246cb07982db641d204002.jpg'}]"
挂号这边挂号不收取费用然后也很快周末会比较多人一些平时工作日人比较少环境地理位置很好在东门的附近湖贝地铁站c出口直走300米就到了然后医院环境很好干净卫生高大上的有两层三楼有种植区和矫正正区一楼能有洗牙的地方效果效果很好我约的是郑苍尚郑院长新院长很厉害非常棒会打麻药也不会很痛我做的是种植牙服务边服务也还不错会有导诊然后还有休息的区域还可以的,"[{'id': 1822673075, 'url': 'http://p0.meituan.net/shaitu/d6c3633a05f3044865b4272b1234091d155606.jpg'}, {'id': 1822866385, 'url': 'http://p0.meituan.net/shaitu/5dd3093486df1c6884f5b9319abfd223137565.jpg'}, {'id': 1822505915, 'url': 'http://p0.meituan.net/shaitu/4ea0a535861d31cc956ec2b0094a164a162876.jpg'}, {'id': 1822600534, 'url': 'http://p0.meituan.net/shaitu/f8b772fa5b77c02b74b9edd2d1b3dd9793969.jpg'}]"
在160的小程序挂号看到麦芽口腔的推荐是比较好的而且是专业的一家口腔医院一进来才发现原来是这么的大一般想着公立医院才有这么多的设备没想到专业的地方果然都很齐全牙齿是痛了很多天了一直拖着不想处理直到半夜的时候异常的难受所以趁今天请了假赶紧过来看看的陈冬梅助理很热心而且帮我安排了拍片跟我讲解了我之前补过牙齿的这一颗问题是需要做根管治疗的了烂得太深苏胡碟医生给我做了根管治疗苏医生的技术很好一点也不觉得疼因为还帮我打了麻药的医生还会交代很多注意事项我特别满意,"[{'id': 1818129527, 'url': 'https://p0.meituan.com/mtptimg/8efd98b02bc1de8c0bb22964cc09e4f549172.jpg'}, {'id': 1818294954, 'url': 'https://p0.meituan.com/mtptimg/aaa1d450c59bd44e73cc10e9655dff8a48024.jpg'}, {'id': 1818390109, 'url': 'https://p0.meituan.com/mtptimg/bd125a3370b8b9500e838e7ef40d3f6f49934.jpg'}, {'id': 1818221585, 'url': 'https://p0.meituan.com/mtptimg/dabdb06848f81b00360c2e35c3daa93147573.jpg'}]"
我妈妈的牙齿矫正根管治疗拔牙都是在这里做的认准了这家口腔的品牌深圳连锁门诊也很多之前去大医院要抢号环境态度一般在这里做了这么多的项目感受下来这的医生手法温柔很在乎患者的感受不会催你每次来都会给你安排的很妥当医生护士都很热情但是这看牙很让我省心我觉得还是很值得的田忠奇医生给我种植的牙齿技术特别好没什么感觉就已经好了后期还要来多两次就可以完成了医生很有耐心,[]
我家小孩今天来做矫正粘托槽当时做了很多攻略看了小红书做过矫正的小朋友们发现了这家麦芽口腔口碑还不错加上我小孩同学在这里做过矫正的我们就来看一下周悦主任讲解的很细致易懂为人很亲切好沟通技术不错环境这环境挺好很干净卫生舒适三楼环境空间很大医疗设备很齐全服务工作人员服务态度很热情有耐心,"[{'id': 1836820659, 'url': 'http://p1.meituan.net/shaitu/93c11997d931deb705b71dc49004fc981772500.jpg'}, {'id': 1837074722, 'url': 'http://p0.meituan.net/shaitu/7e952179902225c242e5800fd924c6e61913916.jpg'}, {'id': 1837074720, 'url': 'http://p0.meituan.net/shaitu/d71b05b39b6f0461519b5639a003b77c389483.jpg'}, {'id': 1837167749, 'url': 'http://p0.meituan.net/shaitu/c1533a7e804a9f00c25ec824c9f141f92322950.jpg'}]"
今天过来麦芽口腔徐冬贵主任医生这里做种植牙徐东桂主任非常认真负责方案讲解的很细致每一项操作都会提前告知减少顾客的恐惧感跟护士助理之间的配合非常的默契每一个工作人员服务都很认真负责助理也会过来详细的讲解术后的注意事项麦芽口腔的环境宽敞明亮位置在湖贝地铁站的c出口大概直行200米就到了比较信赖这里,"[{'id': 1841352579, 'url': 'https://p0.meituan.com/mtptimg/0eb39f51f5a983654853469da26925a6109307.jpg'}, {'id': 1841257414, 'url': 'https://p0.meituan.com/mtptimg/97632c9255a3b84ee0b029e163abb174142775.jpg'}, {'id': 1841257413, 'url': 'https://p0.meituan.com/mtptimg/c1888dbb15342565f11618648e813b49130693.jpg'}, {'id': 1841025793, 'url': 'https://p0.meituan.com/mtptimg/c9d68ee2f0a2121341d8c21071232c0e150977.jpg'}]"
位置家住在龙华附近看了下这家很不错位置在远东妇儿对面开车过来也不远环境环境很干净现在疫情防控做的很到位前台大厅有很多坐的位置有1楼3楼服务服务很热情还会每个来都会有登记很安全挂号在网上预约很方便效果牙疼来看了的自己吃了消炎药好了很多就过来了刘慈婷医生很专业的给我拔牙同时教了我很多知识很专业负责的牙医,"[{'id': 1839234760, 'url': 'http://p0.meituan.net/shaitu/c55604f4ddd8f37c0bfdca3a537ab2d091711.jpg'}, {'id': 1838929597, 'url': 'http://p0.meituan.net/shaitu/1a33197dcf4ad4b066278f1d01a6881793073.jpg'}, {'id': 1839192045, 'url': 'http://p1.meituan.net/shaitu/f973bc05c86868a6ee926570421e462a103342.jpg'}, {'id': 1839003242, 'url': 'http://p0.meituan.net/shaitu/c309114671a0c1343e71814fec36c5d7140901.jpg'}]"
挂号挂号不收费拍片也是免费的挂号的过程还是很快的环境医院在东门的附近湖贝地铁站C出口直走300米就到了医院总共有两层一楼是洗牙的三楼是做项目的整体感觉环境干净卫生舒适而且也很大主要是地理位置好交通便利效果我约了刘宗琦麦芽口腔牙周治疗牙的过程很快不会很痛非常推荐哦服务小姐姐的服务也很好温柔细心很热情非常推荐了以后还会推荐朋友过来,"[{'id': 1837641984, 'url': 'http://p0.meituan.net/shaitu/f46225fd4e3a72c4f719337603b811ff393250.jpg'}, {'id': 1837462097, 'url': 'http://p1.meituan.net/shaitu/6dcdfc756206a7c1fdca7f09ffee608f478629.jpg'}, {'id': 1837379005, 'url': 'http://p0.meituan.net/shaitu/1c913b50ca2c34c19da19d41541325d3483512.jpg'}]"
今天过来麦芽口腔复诊是施浩医生给我看的现在已经到了中期效果很明显每次复诊施医生会仔细检查口内情况叮嘱口腔卫生团队配合默契院内环境也很不错交通方便就在湖贝地铁口旁边停车还有免费的停车票挺好的复诊也有短信提醒推荐,"[{'id': 1842195068, 'url': 'http://p0.meituan.net/shaitu/6dd592fa6b4ba9d0eac7c16e4954037e161118.jpg'}, {'id': 1841832261, 'url': 'http://p0.meituan.net/shaitu/14ab134eec8466ec5c8d12b9038f19a1170449.jpg'}, {'id': 1842092093, 'url': 'http://p0.meituan.net/shaitu/cd11a2bd3b5cdad44c4060ad5d2259d9171785.jpg'}]"
今天终于鼓起勇气过来做了手术了很早之前就说是想要约手术时间拔牙已经有半年了一直不敢去然后就一直拖着田忠奇医生说我要是一开始听他的话做了手术现在可能已经戴牙了哈哈真的是胆小鬼今天做手术感觉挺棒的哪儿有那么吓人还没有拔牙的伤口大呢田医生给逢合的很密实几乎没有出血然后护士给了冰袋交代了注意事项结束回家啦啦啦,"[{'id': 1841994971, 'url': 'https://p0.meituan.com/mtptimg/25105b87c1134b02c73ad5840c40a3ab106412.jpg'}, {'id': 1842188526, 'url': 'https://p0.meituan.com/mtptimg/c992edae582c23c4e3e6076cde241634125134.jpg'}, {'id': 1841825774, 'url': 'https://p0.meituan.com/mtptimg/7e61b12325b36169c5280b26329941b4105350.jpg'}, {'id': 1842085872, 'url': 'https://p0.meituan.com/mtptimg/374861da0773eefc6e5e9e6a01a95d8d75756.jpg'}]"
麦芽口腔在罗湖东门这边地理位置还是比较优越的在罗湖地铁站这边直接上来700米就到了在周主任这边矫正感觉时间有点久正畸是一个需要坚持的过程也是比较漫长的还是需要自律一下平时也注重口腔卫生的感觉还不错下次继续复诊,"[{'id': 1841911670, 'url': 'http://p0.meituan.net/shaitu/503842328626ba870690aa4c1707ffa5154870.jpg'}, {'id': 1842182026, 'url': 'http://p1.meituan.net/shaitu/daa5f7566554c84489c1871c8f5d1f53174385.jpg'}, {'id': 1841819466, 'url': 'http://p1.meituan.net/shaitu/db335cab8f69fdcd5faa34c08df753d796176.jpg'}, {'id': 1842079707, 'url': 'http://p0.meituan.net/shaitu/20180a05f2384ee770685cf34d1fb563120267.jpg'}]"
,[]
环境环境很干净整洁高大上证书营业执照都是正规的值得信赖服务服务很好第一次去给我很好地介绍了让进行拍片检查医生也很认真专业的给我讲解了我的情况说我的牙齿情况还是不错的就是有一颗智慧牙需要拔掉不然容易破坏旁边的牙齿所以就让专业的田忠奇医生帮我拔了他技术很好也不疼还让我继续保持口腔健康谢谢医生啦,"[{'id': 1842178412, 'url': 'http://p0.meituan.net/shaitu/1500bbaf027a1bed075db96cf0184708347830.jpg'}, {'id': 1841908206, 'url': 'http://p0.meituan.net/shaitu/a28d872f50460650b458bd23f6712a6f415324.jpg'}, {'id': 1842076083, 'url': 'http://p0.meituan.net/shaitu/8c3199b0b35a8035cd171fcdeea05799441605.jpg'}, {'id': 1841815797, 'url': 'http://p0.meituan.net/shaitu/7f575ec362a2c1a41e6c9880511bc464385456.jpg'}]"
没有清洁就开始涂上了不知道什么东西照30分钟就完事了体验感超级差做完也没有啥效果还让我做疗程做完一次都不想做第二次啦,[]
在麦芽口腔这里做牙齿矫正半年多了我做的是牙套就是钢牙那种我的上面牙齿比较乱医生说我比较简单的案例以后效果还是很显著的目前牙齿已经比较齐了很感谢帮我做矫正的周悦主任遇到一个耐心的医生非常不容易还好遇到了技术好手法很专业耐心温柔赞为人也特别好哦,"[{'id': 1842168754, 'url': 'http://p1.meituan.net/shaitu/0c255ce6f78d5d010a7a7cab19bb64a5399994.jpg'}, {'id': 1842168755, 'url': 'http://p0.meituan.net/shaitu/f97add16a17baa1d6005578228f5d178374709.jpg'}, {'id': 1842066803, 'url': 'http://p1.meituan.net/shaitu/015b0cc04f1b07ae43ed729f53b53d5d558802.jpg'}, {'id': 1841806338, 'url': 'http://p0.meituan.net/shaitu/5a791fa936bbe3b1568d8c95df71aba4490760.jpg'}]"
效果拔了智齿来了以后前台挂号然后安排我拍了片子医生检查了以后安排抽血签字就是手术的准备还是挺专业的田忠奇医生给拔牙的感觉不错环境医院还可以干净卫生服务服务特别好挂号挂号推荐田忠奇,"[{'id': 1841890333, 'url': 'http://p0.meituan.net/shaitu/be05cccabc25121e82b5ccde4a72a52a383757.jpg'}, {'id': 1842159989, 'url': 'http://p0.meituan.net/shaitu/5bc8c0a747ff7adbd79686d58d54aa90391143.jpg'}, {'id': 1841966341, 'url': 'http://p0.meituan.net/shaitu/150d410ab2b2609eab94cfdf7b31831d356607.jpg'}, {'id': 1841797460, 'url': 'http://p0.meituan.net/shaitu/8e2d569baa1c3d26dfd2e9054f374300507072.jpg'}]"
叶嘉怡医生拔牙也洗了牙齿牙结石比较多医生洗得很干净差不多洗了一个小时很细心有耐心过来麦芽也很方便在正华大厦湖贝地铁站这过来很方便环境也是干净整洁每个医生有单独的诊间工作人员也很热情有礼貌,"[{'id': 1841611420, 'url': 'http://p0.meituan.net/shaitu/3c570d8d77461c6adbf79676052fe702279916.jpg'}, {'id': 1841518564, 'url': 'http://p0.meituan.net/shaitu/caecf95670ab983e0db4c5b3dd088e25371919.jpg'}, {'id': 1841712388, 'url': 'http://p1.meituan.net/shaitu/26977d78695d47da840981ed86e99d80505066.jpg'}, {'id': 1841843147, 'url': 'http://p0.meituan.net/shaitu/57bee48e72f97bde5d87d61a0d05cfc3525484.jpg'}]"
环境很不错前台我一走进来都很有礼貌微笑帮我登记信息叫了助理而且很迅速帮我挂号安排了拍片检查后发现自己有一颗牙齿需要做根管治疗呢因为烂的太深了也是很难受由常依楠医生给我做的根管治疗她挺可爱的没有医生的严肃感给患者感觉真的很舒服很放松过程也就30分钟吧都不错的,"[{'id': 1841699333, 'url': 'https://p0.meituan.com/mtptimg/8c4f2eb64f555deaaa258fc8c0aa3a482620972.jpg'}, {'id': 1841598880, 'url': 'https://p0.meituan.com/mtptimg/b77dd33b39e9b1888203b959248000362901770.jpg'}, {'id': 1841505624, 'url': 'https://p0.meituan.com/mtptimg/141ca27d7d96a1cc5352b904543676172980418.jpg'}, {'id': 1841736877, 'url': 'https://p0.meituan.com/mtptimg/902506d9686da9622faf75d54ee0de223343330.jpg'}]"
今天过来麦芽口腔复诊是施浩医生给我看的现在已经到了中期效果很明显每次复诊施医生会仔细检查口内情况叮嘱口腔卫生团队配合默契院内环境也很不错交通方便就在湖贝地铁口旁边停车还有免费的停车票挺好的复诊也有短信提醒推荐,"[{'id': 1842195068, 'url': 'http://p0.meituan.net/shaitu/6dd592fa6b4ba9d0eac7c16e4954037e161118.jpg'}, {'id': 1841832261, 'url': 'http://p0.meituan.net/shaitu/14ab134eec8466ec5c8d12b9038f19a1170449.jpg'}, {'id': 1842092093, 'url': 'http://p0.meituan.net/shaitu/cd11a2bd3b5cdad44c4060ad5d2259d9171785.jpg'}]"
今天终于鼓起勇气过来做了手术了很早之前就说是想要约手术时间拔牙已经有半年了一直不敢去然后就一直拖着田忠奇医生说我要是一开始听他的话做了手术现在可能已经戴牙了哈哈真的是胆小鬼今天做手术感觉挺棒的哪儿有那么吓人还没有拔牙的伤口大呢田医生给逢合的很密实几乎没有出血然后护士给了冰袋交代了注意事项结束回家啦啦啦,"[{'id': 1841994971, 'url': 'https://p0.meituan.com/mtptimg/25105b87c1134b02c73ad5840c40a3ab106412.jpg'}, {'id': 1842188526, 'url': 'https://p0.meituan.com/mtptimg/c992edae582c23c4e3e6076cde241634125134.jpg'}, {'id': 1841825774, 'url': 'https://p0.meituan.com/mtptimg/7e61b12325b36169c5280b26329941b4105350.jpg'}, {'id': 1842085872, 'url': 'https://p0.meituan.com/mtptimg/374861da0773eefc6e5e9e6a01a95d8d75756.jpg'}]"
麦芽口腔在罗湖东门这边地理位置还是比较优越的在罗湖地铁站这边直接上来700米就到了在周主任这边矫正感觉时间有点久正畸是一个需要坚持的过程也是比较漫长的还是需要自律一下平时也注重口腔卫生的感觉还不错下次继续复诊,"[{'id': 1841911670, 'url': 'http://p0.meituan.net/shaitu/503842328626ba870690aa4c1707ffa5154870.jpg'}, {'id': 1842182026, 'url': 'http://p1.meituan.net/shaitu/daa5f7566554c84489c1871c8f5d1f53174385.jpg'}, {'id': 1841819466, 'url': 'http://p1.meituan.net/shaitu/db335cab8f69fdcd5faa34c08df753d796176.jpg'}, {'id': 1842079707, 'url': 'http://p0.meituan.net/shaitu/20180a05f2384ee770685cf34d1fb563120267.jpg'}]"
,[]
环境环境很干净整洁高大上证书营业执照都是正规的值得信赖服务服务很好第一次去给我很好地介绍了让进行拍片检查医生也很认真专业的给我讲解了我的情况说我的牙齿情况还是不错的就是有一颗智慧牙需要拔掉不然容易破坏旁边的牙齿所以就让专业的田忠奇医生帮我拔了他技术很好也不疼还让我继续保持口腔健康谢谢医生啦,"[{'id': 1842178412, 'url': 'http://p0.meituan.net/shaitu/1500bbaf027a1bed075db96cf0184708347830.jpg'}, {'id': 1841908206, 'url': 'http://p0.meituan.net/shaitu/a28d872f50460650b458bd23f6712a6f415324.jpg'}, {'id': 1842076083, 'url': 'http://p0.meituan.net/shaitu/8c3199b0b35a8035cd171fcdeea05799441605.jpg'}, {'id': 1841815797, 'url': 'http://p0.meituan.net/shaitu/7f575ec362a2c1a41e6c9880511bc464385456.jpg'}]"
没有清洁就开始涂上了不知道什么东西照30分钟就完事了体验感超级差做完也没有啥效果还让我做疗程做完一次都不想做第二次啦,[]
在麦芽口腔这里做牙齿矫正半年多了我做的是牙套就是钢牙那种我的上面牙齿比较乱医生说我比较简单的案例以后效果还是很显著的目前牙齿已经比较齐了很感谢帮我做矫正的周悦主任遇到一个耐心的医生非常不容易还好遇到了技术好手法很专业耐心温柔赞为人也特别好哦,"[{'id': 1842168754, 'url': 'http://p1.meituan.net/shaitu/0c255ce6f78d5d010a7a7cab19bb64a5399994.jpg'}, {'id': 1842168755, 'url': 'http://p0.meituan.net/shaitu/f97add16a17baa1d6005578228f5d178374709.jpg'}, {'id': 1842066803, 'url': 'http://p1.meituan.net/shaitu/015b0cc04f1b07ae43ed729f53b53d5d558802.jpg'}, {'id': 1841806338, 'url': 'http://p0.meituan.net/shaitu/5a791fa936bbe3b1568d8c95df71aba4490760.jpg'}]"
效果拔了智齿来了以后前台挂号然后安排我拍了片子医生检查了以后安排抽血签字就是手术的准备还是挺专业的田忠奇医生给拔牙的感觉不错环境医院还可以干净卫生服务服务特别好挂号挂号推荐田忠奇,"[{'id': 1841890333, 'url': 'http://p0.meituan.net/shaitu/be05cccabc25121e82b5ccde4a72a52a383757.jpg'}, {'id': 1842159989, 'url': 'http://p0.meituan.net/shaitu/5bc8c0a747ff7adbd79686d58d54aa90391143.jpg'}, {'id': 1841966341, 'url': 'http://p0.meituan.net/shaitu/150d410ab2b2609eab94cfdf7b31831d356607.jpg'}, {'id': 1841797460, 'url': 'http://p0.meituan.net/shaitu/8e2d569baa1c3d26dfd2e9054f374300507072.jpg'}]"
叶嘉怡医生拔牙也洗了牙齿牙结石比较多医生洗得很干净差不多洗了一个小时很细心有耐心过来麦芽也很方便在正华大厦湖贝地铁站这过来很方便环境也是干净整洁每个医生有单独的诊间工作人员也很热情有礼貌,"[{'id': 1841611420, 'url': 'http://p0.meituan.net/shaitu/3c570d8d77461c6adbf79676052fe702279916.jpg'}, {'id': 1841518564, 'url': 'http://p0.meituan.net/shaitu/caecf95670ab983e0db4c5b3dd088e25371919.jpg'}, {'id': 1841712388, 'url': 'http://p1.meituan.net/shaitu/26977d78695d47da840981ed86e99d80505066.jpg'}, {'id': 1841843147, 'url': 'http://p0.meituan.net/shaitu/57bee48e72f97bde5d87d61a0d05cfc3525484.jpg'}]"
环境很不错前台我一走进来都很有礼貌微笑帮我登记信息叫了助理而且很迅速帮我挂号安排了拍片检查后发现自己有一颗牙齿需要做根管治疗呢因为烂的太深了也是很难受由常依楠医生给我做的根管治疗她挺可爱的没有医生的严肃感给患者感觉真的很舒服很放松过程也就30分钟吧都不错的,"[{'id': 1841699333, 'url': 'https://p0.meituan.com/mtptimg/8c4f2eb64f555deaaa258fc8c0aa3a482620972.jpg'}, {'id': 1841598880, 'url': 'https://p0.meituan.com/mtptimg/b77dd33b39e9b1888203b959248000362901770.jpg'}, {'id': 1841505624, 'url': 'https://p0.meituan.com/mtptimg/141ca27d7d96a1cc5352b904543676172980418.jpg'}, {'id': 1841736877, 'url': 'https://p0.meituan.com/mtptimg/902506d9686da9622faf75d54ee0de223343330.jpg'}]"
今天过来麦芽口腔复诊是施浩医生给我看的现在已经到了中期效果很明显每次复诊施医生会仔细检查口内情况叮嘱口腔卫生团队配合默契院内环境也很不错交通方便就在湖贝地铁口旁边停车还有免费的停车票挺好的复诊也有短信提醒推荐,"[{'id': 1842195068, 'url': 'http://p0.meituan.net/shaitu/6dd592fa6b4ba9d0eac7c16e4954037e161118.jpg'}, {'id': 1841832261, 'url': 'http://p0.meituan.net/shaitu/14ab134eec8466ec5c8d12b9038f19a1170449.jpg'}, {'id': 1842092093, 'url': 'http://p0.meituan.net/shaitu/cd11a2bd3b5cdad44c4060ad5d2259d9171785.jpg'}]"
