评论,id
没到约定时间就在催，因为赶时间，所以我到了之后问了一楼前台三次确认说了不用等才做，结果登记完之后上来又说要等一个小时，接待也差，服了，什么垃圾地方以后再也不来了这个地方接待和交接沟通真差,0
想改善的问题生完小孩之后，感觉乳腺萎缩，一直想要通过假体隆胸来改善，从线上了解到富华医院，医院就在地铁口附近，交通很便利。医生操作过来面诊了唐院，给我设计的手术方案和假体大小都挺合适的，唐院也会耐心地解答我的疑问。商户服务手术体检很全面，手术是全麻，整个过程没有感觉到疼痛。术后麻药过了会有些疼痛，但还是可以接受的。术后需要置引流管。过两天拔了引流管应该就会好很多。期待手术恢复效果。,11721172
想改善的问题自从生了宝宝之后，阴唇开始萎缩，影响美观，特别是去年开始，越来越看不下去了，在网上查资料，可以通过手术来改善，考察了几家美容医院，后面还是选择富华。商户服务服务很不错，从顾问到护士姐姐再到给我做手术的医生李俊院长从面诊到术前检查再到手术，都让人很放心很安心，因为是局麻的，所以全程还是都有感觉的，就是打麻药的时候痛，不过可以忍受，现在就期待效果啦,0
想改善的问题觉得自己拍照的时候脸有点大，所以想着打一下瘦脸针。商户服务第一次来富华医疗美容医院中项目，离这里挺近的。过来做项目一个是觉得近应该是觉得价格还挺实惠的。医生操作医生护士的态度都很好，那医生手法也很好很快。,0
商户服务医院服务很周到，很热情，谢医生技术很好，20分钟就完成手术。想改善的问题自己的眼袋是比较严重的，就想着来富华改善一下，现在手术做完啦，一下子就手术结束了，谢医生技术厉害呀现在等恢复啦。,0
环境高大上，洗护室有洗面奶和擦脸巾，医生很专业，根据皮肤状态给你提建议，我脸上的痘痘不多，一直有在吃泰尔丝，想做下微针做控油，拍照记录，visia我没拍，主要是我赶时间看到挺多人排队拍的就没拍。过来做了伊肤泉微针，用的1.0的针，我一直担心会很疼，护士小姐姐安慰着我说没事不疼，期待效果，医生护士皮肤都很好，护士小姐姐很nice温柔，术后要注意事项都会跟你说，医院没有恶意推销，想做微针的可以过来买个体验套餐试试看,0
是李院亲自上阵帮我做的真的很不错啊而且李院十分有耐心很和善在手术过程中跟我聊天排解我的紧张情绪也根据我的眼睛给出了方案而且价格也很合理然后也给我做了术前体检十分专业护士人员也十分温柔很有耐心我做完之后眼睛也大了很多变的很有神很值得推荐李院yyds,0
想改善的问题我自己本来是单眼皮，显的眼睛没有精神。医生操作打麻药的时候有点疼，术后出来有一点点疼的，还好。刚刚做完，看一下后期恢复。商户服务这边地址涎好找了向西村地铁出来就是。明天过来换药。,3607578775
想改善的问题鼻子因为遗传就不是很满意，鼻子宽，鼻翼也大，就像变好看些商户服务这边交通挺便利的，地铁也很近，100米就到了医生操作医生手术前面诊了，然后做了准备工作，再手术室划线，挺快的术中感受做的全麻，没什么感觉，就是现在眼睛肿些，这几天就在冰敷，期待后期效果,3669589477
项目效果做的是全脸自体脂肪胶填充。一共有两次，效果比较满意。想改善的问题泪沟法令纹，面中凹陷，大小脸，太阳穴凹陷，额头中部有些凹陷。术中感受第一次做的是全麻，点名表扬，麻醉师真的很温柔。抽脂一定要做好准备再去呀整形这种东西一定一定要了解清楚才要去做，恢复期大概一个月才完全消肿。第二次做的是局麻，打麻醉都觉得好痛。p1二填前，p2填后。医生操作第一次手术是杨主任还是杨院长的。很耐心跟我说清楚什么地方需要填。第二次是谢主任，可能因为我恢复得比较好所以不需要填很多。所以主任也没多说。大小脸应该要给我填一下的，可是局麻对于我来说太煎熬了，早点结束也挺好的。商户服务护士小姐姐真的很温柔，很有耐心服务一级棒,2833327801
麻药效果挺好的，第一遍不怎么疼，第二遍开始疼了，好在操作师手速够快，所以很快就做完了第一张图是体验前的，23张图是滚完微针后拍的。痘印比较多，毛孔也比较粗打，医师说都会有改善，期待一周后焕然新生的皮肤状态,0
项目效果初步感觉还行，等效果完全发挥可能更好商户服务很细心很热情想改善的问题瘦脸就好医生操作医生很专业讲注意事项也很认真术中感受打的时候没什么感觉不疼,316353080
项目效果就是有点痛，局麻的，不过能忍受，李院的手法很好，很温柔，术前也很仔细商户服务这里的服务很好，他特别是顾问还有护士小姐姐，都很温柔，总之这个值得推荐，术中感受全程都是清醒的，因为在鼻子上，所以痛还是会痛，耳朵上取的脂肪垫的,3510015433
商户服务刷抖音看到的，看到富华开的时候很久了，也了解过几家，想先过来看看。想改善的问题眼袋很大，不是很好看，想要改善一下。医生操作打麻药就像蚊子叮了一下，术后有点涨涨的感觉，不是很痛，明天过来换药。,323664394
想改善的问题年纪大了，眼皮有点松了，显的没那么精神。医生操作谢主任给做的，打麻药不是特别痛，可以接受，术后下来冰敷三十分钟，还好不是很痛都挺好的。商户服务朋友介绍过来的，打车过来挺方便的。,2752755871
我以前的脸比较瘦，没有肉，脸部会凹下去，平时不管是怎么打扮都感觉比较憔悴，给人一种尖酸刻薄的感觉，为了改变这个情况，我花了很多时间去了解怎么改善面部凹陷的情况目前了解的有两种方式，一是玻尿酸，另一种是脂肪太难吃，对比了一下感觉直接做脂肪填充的性价比会比玻尿酸要高，因为玻尿酸需要定时补量，而存活后的脂肪是可以永久保留的，冲着长远考虑还是觉得用脂肪填充比较靠谱在网上详细了解了自体脂肪填充的信息之后，就开始选择医院医生预约手术，我是在深圳富华这边做的手术，医院很大，咨询师和医生专业功底都很扎实，沟通过程很顺利，和唐医生的意见也很贴合面诊完之后就立马去做体检安排下午的手术。手术因为用的是全麻，睡一觉起来就在床上了，术后会有一定的疼痛感，就看自己能不能承受住，因为一开始脸就是肿的，没有办法对效果做评定，希望后面脂肪存活率能满足我的需求，期待恢复之后的效果,3475212289
项目效果做的是静脉麻醉，一点都没有感觉，睡一觉就醒了，也是这里的老顾客，从这里一直做的项目很多，很好，假体胸也在这里做的，唐院长主刀的，这次的手术是李院长，手术完一点都没有感觉想改善的问题做为女性，私密这一块也是需要保养一下的，商户服务护士姐姐服务很好，包括所有的工作人员,2315715758
商户服务服务态度挺好的。想改善的问题一直想改善一下瘦脸。第一次打。之前没有打过。医生操作给我打针的医生是春晓医生。打针的时候挺温柔的。术中感受疼痛感是可以接受的。打之前敷了20分钟的麻药。,1717720179
没有留痕迹也没有不舒服的迹象。整体感觉非常良好。,2761065120
想改善的问题感觉眼袋比较重，想着做一下会好一点。商户服务通过朋友介绍过来富华这边，交通比较便利，环境也挺好的。医生操作手术是李院医生操作面诊并主刀，医生很专业，护士也挺好的，手术体检流程相对很完善。现在术后刚冰敷完，期待手术恢复之后的效果。,1397332021
商户服务之前在网站看了一下，了解了一下，富华已经做了30年了，看着挺大的，过来面诊了一下，就决定做了。想改善的问题眼袋有点大，显得不是很老，很难看，想要改善一下。医生操作刚刚做完，现在等恢复。,3645044565
想改善的问题一直感觉自己印第安纹那个位置比较凹陷，想要填充一点脂肪来改善。商户服务线上了解到到富华医院，就过来医院咨询具体的手术方案。面诊了谢主任，给我的手术方案我很满意，后续的术前体检都很完善。医生操作填的脂肪不多，部位也很小，所以手术是局麻做的，术后术区会有些疼痛，但还可以接受。现在期待恢复后的改变效果。,2588738899
想改善的问题一直觉得嘴巴形态不好看，很影响形象，想做手术改善一下，就在网上查询了相关信息商户服务这边离我家挺近的，10分钟就到了医生操作手术前面诊了李医生，商讨了方案。术中感受手术不痛，打麻药没什么感觉，做完也不痛,357648676
想改善的问题平时锻炼身体，瘦了脸部有点凹陷。医生操作麻醉医生的技术很好，做完就清醒了，也没有头晕恶心的现象，状态非常好，三个小时就吃了东西，没啥不舒服。项目效果现在有点肿。等恢复消肿了在看.,0
之前在富华做了一次填充，这次过来再补一下，还是谢主任做的，我觉得还不错，填了一点之前吸收的部位，饱满一点，这次做的局麻，有点痛，但是能接受，刚刚做完就有一点点，麻麻的，也不用冰敷，现在就等消肿恢复了。,2762140838
项目体验过程我主要想通过本次医美紧致皮肤，医生给我先拍照，医生会先大概沟通分析皮肤的情况，操作完了会交代注意事项。项目的整个过程持续了就几分钟，不需要麻药，可以接受的疼痛感。体验后效果刚做完的时候，肌肤不会泛红，效果还可以吧，当天去的比较晚，所以只做了除皱，买的其他项目还没有做。商户相关信息接待咨询售后关怀等方面的服务暂时没有不满意的地方。,0
天生的乳房发育不良，胸平，实在是不想做太平公主了，在网上搜了很多资料，有了解过假体隆胸，包括它的利与弊，了解之后还是决定试试。找了很多家最后选择富华美容医院，唐院是数一数二的做胸的专家，很相信她。很点赞这里的工作人员的服务，真的很棒，服务很好，术前检查，打针，这些都全程陪同，护士姐姐很温柔，人美声甜，术后不能动还帮我喂饭喂东西吃，就是胸有点胀，其他都还好，打两天针拔管就可以出院了，期待效果,0
做完果酸后，在回去的路上脸就感觉刺痛，然后后面就出现在灼烧的红斑，第二天回去面诊，说我是正常现象，要有个修复期，我做果酸好几次都没有出现这种情况，就去了这里做了一次变成了这个样子，真的太不爽了，而且只有给了我两瓶生理盐水纱布叫我回去湿敷，我差这两个生理盐水吗现在一个礼拜了，灼伤的位置不痛了，但是留下了色斑疤，真的看着好闹心，都不知道这几天怎么熬过来的我自己还去人民医院看皮肤科花了一千多，真的是得不偿失的经验,57123158
想改善的问题之前生孩子撕裂了，现在感觉不是很方便，前几天在这里作了手术。体验感可以。这次就还是选择了这里。医生操作这次是帮我推荐的李院长做手术。比较专业。术中感受因为还要上班，这次选的局麻作手术。项目效果现在做完了，不疼，还以为麻药没过呢，后期再过来打针就行。,577004878
前几天做的手术，7月3号把富贵包吸掉了，今天过来医院换药，感觉这个手术做完了有点涨疼，其它还好，比之前做眼袋难受那么一点点，其它都没什么，术前面诊得谢医生，感觉专业还可以，项目效果期待后面恢复拉，。,2261488735
我眼袋比较重，经常工作熬夜造成的，厚厚的大大的眼袋看着就比同龄人老了好多岁，我在网上咨询了，就来到富华医疗美容医院，医院挺大的，医生也很专业，当天就很快做了手术，现在恢复很好，不是很肿，效果很好，yi下子就没有了眼袋，年轻了好多岁，人也精神了很多呢,2866204639
项目效果是最在美团上面看见这个项目的，比较感兴趣，就来医院咨询了解一下，感觉还可以，就来这里做了。术中感受现在做完了，有一点感觉，还可以，现在就等13号过来换药，19号过来拆线看看情况怎么样了。,111268824
想改善的问题下巴的色素痣从小时候就有，一直到现在，越长越大，想要通过手术切除掉。医生操作术前是面诊的唐院，根据我的需求给我定好手术方案以后做了术前体检。局麻做的手术，疼痛感还好，就打麻药的时候会有一些，唐院很专业，护士小姐姐也很温柔。术后再冰敷一下就可以回去了，期待手术恢复后的效果。,2839350952
商户服务跳过前台的话，服务都还挺好，如果有专门的对接就会很便捷，整体效率很高，节省时间，随来随安排，真的很便捷了。想改善的问题斜方肌硕大医生操作太喜欢随医生了，全程都能让人很安心，散发着天使的气场，温和有力量术中感受医生会根据斜方肌的具体情况，酌情分配药量，不会很机械地各来一半这样，就感觉很好。,0
一直长痘，医生建议做微针治疗。敷麻药半小时，第一次做微针，全脸都滚完了，用的葆肤原是专门祛痘药水，做完以后脸会很红，照了红蓝光，体验非常不错，下次做再痛都值得了，只要忍住刚做完的一星期烂脸期，效果简直不要太好。医生的操作手法非常赞，通过提前沟通，会照顾个人的要求，做重点部位的治疗,2214865519
项目体验过程想通过本次医美瘦脸，先面诊，然后拍照后注射。整个过程持续半个小时不到，过程中没用麻药，做的也不是特别疼。项目效果刚做完的时候不会泛红，1个月之后效果才是最佳的。商户服务在咨询和接待过程中，开始平台的接待的客服比较好，就是最开始添加微信的那个其他医护人员都还不错。医生操作快准狠哈哈,0
今天是第二次去脱毛，提前没有预约的情况下，然后去的时候没有人，脱毛前台告知里面人出来就到我了，我等了会儿，里面出来了，脱毛前台接待却反悔前面说的话，她说你前面还有2个预约的，让我排在俩个人的后面我想请问下，我来的时候是不是告知了前面脱毛出来就到我了，没有人排，结果别人出来，你告知我，让我排后面说话为什么这么没有诚信呢所以对这家服务态度真的特别生气是不是觉得我们消费少了，团购了，就这样出尔反尔说话吗建议大家别去，非常差的体验,1500184982
想改善的问题阴唇肥大需要缩小，系带矫正项目效果非常不错，超过预期，医生专业负责，医护人员也都很细心，照顾周全。对比了好几家才选择这里的，结果没令我失望，推荐有需要的集美们来试试哦主刀医生和医护人员都很nice.基本不写评价的，这样的长篇评价更少，确实不错就写了这些，大家做个参考，因为做的部位比较隐私，就不晒图了,0
项目效果没有来过这里，在美团上看了一下评价还可以就过来试试瘦脸，没有打过瘦脸。商户服务环境还可以，整个流程没什么，护士都挺好的，比较亲切。唯一不好就是医生没怎么沟通，觉得将将就就，想改善的问题面部医生操作医生还可以。一般术中感受打的挺快的，算好评吧，,3551001992
在网上咨询的，抱着试试看的态度过来的，没想到这家医院规模很大，听说有30年的历程了，现场顾问做了详细的介绍，我的主动医生是唐新辉院长，亲自给我做手术，我特别放心，医院提前一天体检化验合格后，第二天就做了手术，今天是是术后第二天来医院换药拆纱布，伤口很干燥，有微微的一点小肿胀，效果确实提升了很多，看着整个人都精神了很多，希望尽快恢复，消肿吧,2768799098
商户服务服务真的蛮好的，之前去富华打过瘦脸针，就被这里的服务和体验吸引了。这次是被我的川字纹给带来的深圳压力大经常皱眉头导致我这额头就有了些纹路，趁着还没有非常深的纹路赶快来淡化，全程有小姐姐陪同指引，医生也会充分听取我的意见，真的不错，性价比也是很高的非常期待我那18岁的额头,0
之前生完小孩以后腰部两侧的脂肪感觉不好看，很影响我穿衣服，然后鼻子感觉也不够立挺，这次就想着来医院，之前在网上看了李院长的介绍，感觉经验什么的很不错，就约了面诊，昨天过来体检做准备，然后今天护士给我做好术前准备，就等着手术室做手术，感觉挺好的，护士做事很有调理。,221285991
想改善的问题平时吃东西的话会喜欢吃硬的东西，所以咬肌的话长得会有点大。商户服务本来选的是公司附近的医院，然后就出来富华医疗美容医院，就买了一个。交通还是挺便利的，一出地铁口就找到了。在楼下的话，排队等了十几分钟。也算是有速度了。项目效果非常期待效果，效果好的话，后期还会再来的。,0
环境宽敞明亮，干净整洁，前台小姐姐挺温柔的交通也很方便前面就是向西村地铁不错工作人员特别热情带我上四楼的医生特别温柔有耐心会根据我的情况制定方案护士特别温柔打之前会给我看产品在有效期内打的不错值得推荐哦,1822575438
皮肤松弛了好长时间了，一直下垂的比较明显，一直很想通过手术来改善，我一直都是很爱美的人，特别注重形象，我在网上也咨询了好多家，这家医院很正规，30年了，跟我孩子年龄差不多大了，嘿嘿，我还是比较信任这家医院，今天过来换药微微肿，还不错，效果满意,0
想改善的问题眉间纹较重，想改善一下。助理小哥也特别nice，也很能换位思考，可以说很良心了。医生操作医生很专业，温和细致，整体操作很让人放心，也会给出非常专业的建议，我很喜欢术中感受每一步操作都会很照顾患者的情绪，不会很僵硬，感觉医生真的很有同理心，好评,0
想改善的问题个人觉得自己的脸比较大咬肌有点硬，所以今天想过来打个瘦脸针改善一下。商户服务第一次来富华医疗美容医院过来的话还算是交通便利就在路边地铁口，这里一出来就看到了。项目效果打这个瘦脸针要两周之后才看得到效果，如果说效果好的话，我后续还会再来，如果说效果不好，我会过来改星级，,0
医院地理位置好找，里面小姐姐的服务态度极好哈哈哈，而且这个优惠力度好大，冰点脱毛不通很舒服，脱完毛之后也会和你讲一些注意事项，到下一次脱毛她也会发微信提醒你，非常贴心想改善的问题能不能准备一套脱毛专业衣服啊,2699373300
胸小一直是自己最苦恼的事情，不能说平胸自豪这种话，女生还是该有肉的地方有肉才完美。在网上看了很多家美容医院，也对比了很多家，最后还是决定来富华医院面诊咨询，面诊的是唐院，给我做手术的也是他，很和蔼可亲，手术方案什么的跟我讲的很清楚，说我的基础能做哪种型号，不能做哪种型号，都解释的非常清楚，很快就确定手术方案就做术前检查了，第二天直接过来做手术了，基本上没有墨迹。效率很高，护士姐姐们也很温柔细心。因为做完手术不能自己吃饭喝水，她们都会帮忙，点赞,837745670
商户服务听朋友推荐过来的，以前也来做过皮肤项目，感觉不错，今天过来打瘦脸针想改善的问题咬肌比较发达，想要调整一下术中感受酸胀的感觉医生操作隋阳阳主任首发，很专业，护士小姐姐会核对药品，打完也会耐心交代注意事项,423071671
术中感受光子嫩肤也不能算手术蛤但是痛感是有的，嫩肤模式痛感最低，痘印色沉痛感高。随着光线啪啪的响，有被高温烫一下的感觉，脸上的小绒毛会被烤糊掉医生选择我没有特意选择医生，因为光子嫩肤算是比较基础的项目了，我还当护肤在用，长期做效果还可以，就没有关注那么多了环境心得富华的门诊部和做治疗的地方是分开的，门诊部一楼商铺门面，做治疗的地方在后面楼栋的3楼。怎么说呢，没有装修很豪华，比较朴素，就是普通医疗机构的样子商户服务购买项目之后，需要先去门诊部核销，然后去做治疗的地方报名字电话排队。做项目需要至少提前一天预约，人比较多，不预约很难等前台小姐姐普通话标准，态度温和，不会给你推销，登记完等待做项目就好，我反正是比较满意，毕竟咱是来解决皮肤问题的不是,127321887
商户服务已经是老顾客了，环境卫生都挺整洁，工作人员也挺热情想改善的问题会不轻易之间皱眉术中感受打得时候会轻微刺痛，效果需要一个星期才知道医生操作李琳医生手法很专业，护士会核对药品，挺放心的，打完交代注意事项和忌口,0
环境很好，干净整洁，客服人员都非常热情，刘主任很随和风趣，让我比较放松，但是由于这次人比较多，麻药时间没有到位，注射过程中有点疼想改善的问题淡化颈纹医生操作会核对药品，着重看了日期，过程中会跟我聊天，分散注意力，不会那么紧张,0
商户服务整体服务很好，全程有人带领着操作，做项目的小姐姐们都很礼貌温柔，做项目期间也会询问想要改善的问题和疼痛度等感受调整。各方面整体不错值得推荐哦快来吧想改善的问题改善下颌缘，让脸部轮廓更加紧致,234768940
唐院长做的面部自体脂肪填充，效果很好，没有太大痛感，需要住院一天，护士小姐姐服务也都很好，全程体验感不错项目效果现在效果还是看不出来，有点肿，穿着塑身裤就感觉很不方便，但是没办法抽了大腿上的脂肪，要穿塑身裤。,0
项目效果做完就可以马上就回去了，很快，局麻的想改善的问题太瘦了，看起来没有精气神，显老商户服务这里的护士小姐姐和工作人员都挺好的，服务很好，很温柔术中感受稍微有点痛，李院也很温柔，术中时刻关注我的感受，要一个星期过来拆线，期待恢复效果,0
又差又不负责任，到医院说买的体验3ml什么效果都没有，不加钱就各种甩脸子，后来买了套组两千多，整个过程就是医生找不到人，护士找不到人，麻药敷了一个小时没人管，做完敷面膜敷了50分钟才进来，买的修复用法说的各种不一样，最主要的是售后态度特别差，欠你丫钱么做完了就不管了，没有服务也毫无效果，两个星期脸依然红红的，各种敏感再不会再去，最恶心最差的一家医院,0
朋友推荐使用的平台，这里的活动都好划算，到店消费也很方便，非常棒服务很不错，还配有专业人员的指导，安全感不错，客服处理问题很高效，必须要点赞不限时这一点真的爱了，可以慢慢悠悠的享受整个过程，被治愈了特别好，价格实惠，比直接在实体店消费便宜多了，特别划算必须打个满分,0
商户服务第一次过来这个医院，觉得医院挺大的，装修的也挺好的，前台的小姐姐们服务态度都挺好的。想改善的问题一直想改善一下脸部腰肌问题，觉得脸两边特别的大，希望可以把脸两边的肉肉变小。医生操作给我打针的医生是个女医生，打针的时候特别温柔，护士也有给我看药，,991148299
想改善的问题有进步比较大，想要让脸变得小一些，所以今天就过来打的瘦脸针跟下颌缘一起商户服务从龙岗坐地铁过来，交通还是挺方便的，就转一趟地铁就到了，一出地铁就看到富华医疗美容医院了。每次做都是有效果，所以又来了哈哈,0
